Fecha,Fecha_scrap,Strike,Vol_call,Vol_put
2024-07-19,2024-05-03,10700.0,0.1294405182353512,0.1499000555575035
2024-07-19,2024-05-03,10750.0,0.128978733888796,0.1495812982960282
2024-07-19,2024-05-03,10800.0,0.1236875390237086,
2024-07-19,2024-05-03,10850.0,0.1272701702928958,0.1459383152419314
2024-07-19,2024-05-03,10900.0,0.1285167377772932,0.1446281545765097
2024-07-19,2024-05-03,10950.0,0.1259631340486092,0.1446390705163897
2024-07-19,2024-05-03,11000.0,0.1261435547078539,0.1439617197622529
2024-07-19,2024-05-03,11050.0,0.1250222440589147,0.1425825402569154
2024-07-19,2024-05-03,11100.0,,0.1462034104837702
2024-07-19,2024-05-03,11150.0,0.124007104281867,0.141840173625307
2024-07-19,2024-05-03,11200.0,0.1230894198701951,0.143133985543649
2024-07-19,2024-05-03,11250.0,0.1233611334027274,0.1421302886659584
2024-07-19,2024-05-03,11300.0,0.1216201362809426,0.1409575754423427
2024-07-19,2024-05-03,11350.0,0.1218343536705879,0.1414454628740703
2024-07-19,2024-05-03,11400.0,0.1205697128978701,0.1432012300768262
2024-07-19,2024-05-03,11450.0,0.1205716968940695,0.1431231790946177
2024-07-19,2024-05-03,11500.0,0.120576088394051,0.1451585881143879
2024-07-19,2024-05-03,11550.0,0.1197725572225277,0.1452946169887998
2024-07-19,2024-05-03,11600.0,0.1199376586118036,0.1486347074708494
2024-07-19,2024-05-03,11650.0,0.1193264577430538,0.1460625004848224
2024-07-19,2024-05-03,11700.0,0.1212691137841586,0.1477176475116559
2024-07-19,2024-05-03,11750.0,0.1202806988096772,0.1498697943713619
2024-07-19,2024-05-03,11800.0,0.1211086307488459,0.156361783936976
2024-07-19,2024-05-03,11900.0,0.1226041828881427,0.1573706776790231
2024-07-19,2024-05-03,12000.0,0.1246957118907675,0.1621284665591253
2024-07-19,2024-05-03,12100.0,0.1259421900031564,0.1708070994001528
2024-07-19,2024-05-03,12200.0,0.1279601690431195,0.1726646235612257
2024-07-19,2024-05-03,12300.0,0.1280193445264544,0.1832171110363033
2024-07-19,2024-05-03,12400.0,0.1303549650505741,0.1863864324931797
2024-07-19,2024-05-03,12500.0,0.1442632704254001,0.1918897452862953
2024-07-19,2024-05-03,12600.0,0.1512044029650554,0.2020004169619758
2024-07-19,2024-05-03,12700.0,0.1580431679766912,0.2086549539509009
2024-09-20,2024-05-03,5300.0,,0.4722118479619107
2024-09-20,2024-05-03,5400.0,,0.4608300234420941
2024-09-20,2024-05-03,5500.0,,0.4496519353594666
2024-09-20,2024-05-03,5600.0,,0.4386695525253097
2024-09-20,2024-05-03,5700.0,,0.4278752653248996
2024-09-20,2024-05-03,5800.0,,0.4172618546416889
2024-09-20,2024-05-03,5900.0,,0.4068224634035974
2024-09-20,2024-05-03,6000.0,,0.3739726810525294
2024-09-20,2024-05-03,6100.0,,0.38643996662871
2024-09-20,2024-05-03,6200.0,,0.3764847324188085
2024-09-20,2024-05-03,6300.0,,0.3666792177067486
2024-09-20,2024-05-03,6400.0,,0.3570180227096854
2024-09-20,2024-05-03,6500.0,,0.3474959803877481
2024-09-20,2024-05-03,6600.0,,0.3381081400348792
2024-09-20,2024-05-03,6700.0,,0.3288497519412612
2024-09-20,2024-05-03,6800.0,,0.3197162530074006
2024-09-20,2024-05-03,6900.0,,0.2976577015164707
2024-09-20,2024-05-03,7000.0,,0.2890804334666489
2024-09-20,2024-05-03,7100.0,,0.2892162609817863
2024-09-20,2024-05-03,7200.0,,0.2806353142914105
2024-09-20,2024-05-03,7300.0,,0.279148406269069
2024-09-20,2024-05-03,7400.0,,0.2765990432222565
2024-09-20,2024-05-03,7500.0,,0.267982842846773
2024-09-20,2024-05-03,7600.0,,0.2645974476755353
2024-09-20,2024-05-03,7700.0,,0.2606055646588166
2024-09-20,2024-05-03,7800.0,,0.2561258310001822
2024-09-20,2024-05-03,7900.0,0.2313668043281495,0.254765224073338
2024-09-20,2024-05-03,8000.0,0.2366577842303934,0.250824620764386
2024-09-20,2024-05-03,8100.0,0.2386453291270509,0.244958792718076
2024-09-20,2024-05-03,8200.0,0.2386169265959678,0.2414972553521033
2024-09-20,2024-05-03,8300.0,0.2298254664817721,0.2374272689260611
2024-09-20,2024-05-03,8400.0,0.236770177254905,0.2328524518256637
2024-09-20,2024-05-03,8500.0,0.2295798194893624,0.2278490398252659
2024-09-20,2024-05-03,8600.0,0.2275183262039137,0.2259869605210203
2024-09-20,2024-05-03,8700.0,0.221464384570831,0.2200373538622976
2024-09-20,2024-05-03,8800.0,0.220847220396936,0.2153032001271869
2024-09-20,2024-05-03,8900.0,0.2165226292843999,0.2114611403964701
2024-09-20,2024-05-03,9000.0,0.21622477502737,0.2070086398097169
2024-09-20,2024-05-03,9100.0,0.2136503722648701,0.2031484623146309
2024-09-20,2024-05-03,9200.0,,0.2036546527101881
2024-09-20,2024-05-03,9300.0,0.2052249245725054,0.1945275391302584
2024-09-20,2024-05-03,9400.0,0.2005036029970706,0.1884569057002194
2024-09-20,2024-05-03,9500.0,,0.1907266517616911
2024-09-20,2024-05-03,9600.0,,0.185895867246765
2024-09-20,2024-05-03,9700.0,0.1926451083419472,0.1797697519589076
2024-09-20,2024-05-03,9800.0,0.185895572700196,0.1781196819541908
2024-09-20,2024-05-03,9900.0,0.1820088057823112,0.1724665344583547
2024-09-20,2024-05-03,10000.0,0.1783174463453613,0.1683280036715698
2024-09-20,2024-05-03,10100.0,0.1742095442019395,0.1643223598680674
2024-09-20,2024-05-03,10200.0,0.1728986872055868,0.1603238060992128
2024-09-20,2024-05-03,10300.0,0.1686041164643971,0.1562243836590134
2024-09-20,2024-05-03,10400.0,0.1645842281906171,0.1532073593816899
2024-09-20,2024-05-03,10500.0,,0.146933255594053
2024-09-20,2024-05-03,10600.0,0.1580279937440392,0.1459161237419762
2024-09-20,2024-05-03,10700.0,0.152927216596725,0.1418925728847845
2024-09-20,2024-05-03,10800.0,0.1510750450708972,0.1383587726803968
2024-09-20,2024-05-03,10900.0,0.1474262912095396,0.1336885242919947
2024-09-20,2024-05-03,11000.0,0.1437946507465288,0.1314993066386148
2024-09-20,2024-05-03,11100.0,0.1408534154589499,
2024-09-20,2024-05-03,11200.0,0.1393615727516363,0.1249174228416084
2024-09-20,2024-05-03,11300.0,0.1378400582782429,0.1206759246297314
2024-09-20,2024-05-03,11400.0,0.1350464324362116,0.1158518670460343
2024-09-20,2024-05-03,11500.0,0.1335094715090341,0.1132051396669582
2024-09-20,2024-05-03,11600.0,0.1326039620802286,0.1068071526304311
2024-09-20,2024-05-03,11700.0,0.1304746619613649,0.1015119160075298
2024-09-20,2024-05-03,11800.0,0.1292645511975612,0.0966850554783481
2024-09-20,2024-05-03,11900.0,0.1340735935846543,
2024-09-20,2024-05-03,12000.0,0.1281816459918403,
2024-09-20,2024-05-03,12100.0,0.1274692428969923,
2024-09-20,2024-05-03,12200.0,0.1269378608894619,
2024-09-20,2024-05-03,12300.0,0.1269904807214055,
2024-09-20,2024-05-03,12400.0,0.1282438484904976,
2024-09-20,2024-05-03,12500.0,0.1283933223416608,
2024-09-20,2024-05-03,12600.0,0.1308019924392545,
2024-09-20,2024-05-03,12700.0,0.1293615701006384,
2024-09-20,2024-05-03,12800.0,0.1323457434988932,
2024-09-20,2024-05-03,12900.0,0.132051159688159,
2024-09-20,2024-05-03,13000.0,0.1337838576365749,
2024-09-20,2024-05-03,13100.0,0.1348437991339468,
2024-09-20,2024-05-03,13200.0,0.1350096691187646,
2024-09-20,2024-05-03,13300.0,0.1395252636027872,
2024-09-20,2024-05-03,13400.0,0.150840931283974,
2024-09-20,2024-05-03,13500.0,0.1554077825348234,
2024-09-20,2024-05-03,13600.0,0.1599211119837602,
2024-09-20,2024-05-03,13700.0,0.1643825633932507,
2024-09-20,2024-05-03,13800.0,0.1687936775361162,
2024-12-20,2024-05-03,4500.0,,0.4450944280159393
2024-12-20,2024-05-03,4600.0,,0.410833967258588
2024-12-20,2024-05-03,5000.0,,0.3952183116389627
2024-12-20,2024-05-03,5100.0,,0.3858405390825988
2024-12-20,2024-05-03,5200.0,,0.3766423789810477
2024-12-20,2024-05-03,5300.0,,0.3676164250676142
2024-12-20,2024-05-03,5400.0,,0.3587556866960026
2024-12-20,2024-05-03,5500.0,,0.3360468468280826
2024-12-20,2024-05-03,5600.0,,0.3278002175292635
2024-12-20,2024-05-03,5700.0,,0.3289958358682615
2024-12-20,2024-05-03,5800.0,,0.3208227054960273
2024-12-20,2024-05-03,5900.0,,0.3203708026692651
2024-12-20,2024-05-03,6000.0,,0.3122937205307234
2024-12-20,2024-05-03,6100.0,,0.3107285513312685
2024-12-20,2024-05-03,6200.0,,0.3027587076196375
2024-12-20,2024-05-03,6300.0,,0.3003963168189952
2024-12-20,2024-05-03,6400.0,,0.2974366203780858
2024-12-20,2024-05-03,6500.0,,0.2940043166780992
2024-12-20,2024-05-03,6600.0,,0.2901894923256936
2024-12-20,2024-05-03,6700.0,,0.2860594662056139
2024-12-20,2024-05-03,6800.0,,0.2864715153739275
2024-12-20,2024-05-03,6900.0,,0.278577044182615
2024-12-20,2024-05-03,7000.0,,0.276436139105193
2024-12-20,2024-05-03,7100.0,,0.2712064122414335
2024-12-20,2024-05-03,7200.0,,0.2682227879135786
2024-12-20,2024-05-03,7300.0,,0.2648101950993654
2024-12-20,2024-05-03,7400.0,,0.261037503192972
2024-12-20,2024-05-03,7500.0,,0.2587719734227426
2024-12-20,2024-05-03,7600.0,,0.2526126137338956
2024-12-20,2024-05-03,7700.0,0.1682859640030347,0.2496236840070449
2024-12-20,2024-05-03,7800.0,0.1904948913678003,0.24474611508426
2024-12-20,2024-05-03,7900.0,0.1938675317119432,0.2410788235019078
2024-12-20,2024-05-03,8000.0,0.2078170763557035,0.238355359819176
2024-12-20,2024-05-03,8100.0,0.210873066173856,0.2339929233087084
2024-12-20,2024-05-03,8200.0,0.2107602043385513,0.2315826384830146
2024-12-20,2024-05-03,8300.0,0.2058711448572496,0.22764822791099
2024-12-20,2024-05-03,8400.0,0.2089568208199911,0.2234046084223529
2024-12-20,2024-05-03,8500.0,0.2064009457522036,0.2197771157056228
2024-12-20,2024-05-03,8600.0,0.2088173997688778,0.2174485097516263
2024-12-20,2024-05-03,8700.0,0.2065926699219014,0.2138162878518278
2024-12-20,2024-05-03,8800.0,0.2053163782697557,0.2090856879841625
2024-12-20,2024-05-03,8900.0,0.2026409148603426,0.205470303578293
2024-12-20,2024-05-03,9000.0,0.2013992911725953,0.2021051128622298
2024-12-20,2024-05-03,9100.0,0.199450173682968,0.201293810264357
2024-12-20,2024-05-03,9200.0,0.1980040278786035,0.1969437516902552
2024-12-20,2024-05-03,9300.0,0.1953557852163116,0.1933068081778617
2024-12-20,2024-05-03,9400.0,0.1926589130284086,0.1897351500341783
2024-12-20,2024-05-03,9500.0,0.1898813070522036,0.1866524902752795
2024-12-20,2024-05-03,9600.0,0.187874340866863,0.1830490039772826
2024-12-20,2024-05-03,9700.0,0.1852290678791035,0.1798103695488525
2024-12-20,2024-05-03,9800.0,0.1843710541833446,0.1764380044487355
2024-12-20,2024-05-03,9900.0,0.181622074361088,0.1732915703442034
2024-12-20,2024-05-03,10000.0,,0.1717629541368937
2024-12-20,2024-05-03,10100.0,0.1760845213414938,0.1666831133702745
2024-12-20,2024-05-03,10200.0,0.1725512754360283,0.1634935947891998
2024-12-20,2024-05-03,10300.0,0.1700322871691814,0.1603060077291781
2024-12-20,2024-05-03,10400.0,0.1668216641779474,0.158020925729684
2024-12-20,2024-05-03,10500.0,0.164466357422964,0.1549748949020279
2024-12-20,2024-05-03,10600.0,0.162568052609367,0.151480710832028
2024-12-20,2024-05-03,10700.0,0.1595943951297498,0.149877735114188
2024-12-20,2024-05-03,10800.0,0.1573073150368324,0.1456625692791542
2024-12-20,2024-05-03,10900.0,0.1542041730452117,0.1426321879436341
2024-12-20,2024-05-03,11000.0,0.1490993637888696,0.1363666090733024
2024-12-20,2024-05-03,11100.0,0.1503760204527866,0.1372702521653581
2024-12-20,2024-05-03,11200.0,,0.1330909974796811
2024-12-20,2024-05-03,11300.0,0.146207994682971,0.1311211501606913
2024-12-20,2024-05-03,11400.0,0.1442301194609541,0.127431702158393
2024-12-20,2024-05-03,11500.0,0.1434954111593527,0.1260765880162992
2024-12-20,2024-05-03,11600.0,0.1411824522947921,0.1221957793464454
2024-12-20,2024-05-03,11700.0,0.1402229650134137,0.1182748378941021
2024-12-20,2024-05-03,11800.0,0.1393956933972552,0.1147030104173659
2024-12-20,2024-05-03,11900.0,0.1379972664044168,0.1116188534662797
2024-12-20,2024-05-03,12000.0,0.1363781276185907,0.1066312303866038
2024-12-20,2024-05-03,12100.0,0.1363380222103223,0.0999819859628527
2024-12-20,2024-05-03,12200.0,0.1349514302415904,0.0910812676733162
2024-12-20,2024-05-03,12300.0,0.134044727568432,0.0615866941689066
2024-12-20,2024-05-03,12400.0,0.1338532643326921,
2024-12-20,2024-05-03,12500.0,0.1321271428846809,
2024-12-20,2024-05-03,12600.0,0.1320358244666239,
2024-12-20,2024-05-03,12700.0,0.1318834390822565,
2024-12-20,2024-05-03,12800.0,0.1317565100142073,
2024-12-20,2024-05-03,12900.0,0.1327701373641157,
2024-12-20,2024-05-03,13000.0,0.1321194358614161,
2024-12-20,2024-05-03,13100.0,0.1330074816459158,
2024-12-20,2024-05-03,13200.0,0.1333450131457171,
2024-12-20,2024-05-03,13300.0,0.1345676355468731,
2024-12-20,2024-05-03,13400.0,0.1353577943152668,
2024-12-20,2024-05-03,13500.0,0.1346463164313382,
2024-12-20,2024-05-03,13600.0,0.1363474949079769,
2024-12-20,2024-05-03,13700.0,0.1352984803292217,
2024-12-20,2024-05-03,13800.0,0.1361249123445605,
2025-03-21,2024-05-03,5300.0,,0.3075745861189712
2025-03-21,2024-05-03,5400.0,,0.3073199946435906
2025-03-21,2024-05-03,5500.0,,0.2998753699780723
2025-03-21,2024-05-03,5600.0,,0.2985976099116186
2025-03-21,2024-05-03,5700.0,,0.2965851283386694
2025-03-21,2024-05-03,5800.0,,0.2940120359616096
2025-03-21,2024-05-03,5900.0,,0.2909985202323124
2025-03-21,2024-05-03,6000.0,,0.2876312766209172
2025-03-21,2024-05-03,6100.0,,0.283974991410757
2025-03-21,2024-05-03,6200.0,,0.2847322496073479
2025-03-21,2024-05-03,6300.0,,0.2774635136849767
2025-03-21,2024-05-03,6400.0,,0.2757838977897056
2025-03-21,2024-05-03,6500.0,,0.273556414582738
2025-03-21,2024-05-03,6600.0,,0.2708860062723192
2025-03-21,2024-05-03,6700.0,,0.2658043744873417
2025-03-21,2024-05-03,6800.0,,0.2645077031814052
2025-03-21,2024-05-03,6900.0,,0.2626292127606023
2025-03-21,2024-05-03,7000.0,,0.2570772188566018
2025-03-21,2024-05-03,7100.0,,0.254573263458295
2025-03-21,2024-05-03,7200.0,,0.251699046212645
2025-03-21,2024-05-03,7300.0,0.1702889882377749,0.2485091756774719
2025-03-21,2024-05-03,7400.0,0.1904514563372135,0.2450465522636283
2025-03-21,2024-05-03,7500.0,0.2015529758523436,0.2413454716251178
2025-03-21,2024-05-03,7600.0,0.2077250200349834,0.2385041688462836
2025-03-21,2024-05-03,7700.0,0.211295294007147,0.2353471318555484
2025-03-21,2024-05-03,7800.0,0.2154765371388962,0.231913423126808
2025-03-21,2024-05-03,7900.0,0.2188988254504492,0.229112710911731
2025-03-21,2024-05-03,8000.0,0.2191211457346868,0.2259902791185077
2025-03-21,2024-05-03,8100.0,0.2169497978298345,0.2225830619184181
2025-03-21,2024-05-03,8200.0,0.2166326671830765,0.2196493716608766
2025-03-21,2024-05-03,8300.0,0.2156493412759176,0.2164047981314439
2025-03-21,2024-05-03,8400.0,0.2134624839673532,0.2135269228138426
2025-03-21,2024-05-03,8500.0,0.2126786999423613,0.2109332497551616
2025-03-21,2024-05-03,8600.0,0.2113171540211164,0.2085525256440429
2025-03-21,2024-05-03,8700.0,0.2105027544244652,0.2057874951067452
2025-03-21,2024-05-03,8800.0,0.2086341232865287,0.2026763658557986
2025-03-21,2024-05-03,8900.0,0.206324961682837,0.1997330859727626
2025-03-21,2024-05-03,9000.0,0.2062592525314674,0.1964516201136595
2025-03-21,2024-05-03,9100.0,0.2018123282956435,0.1937313682587941
2025-03-21,2024-05-03,9200.0,0.2007494906281961,0.1906387029263765
2025-03-21,2024-05-03,9300.0,0.1980239462374677,0.1875969563313295
2025-03-21,2024-05-03,9400.0,0.1970998631061579,0.184575078975364
2025-03-21,2024-05-03,9500.0,0.1935583528711473,0.1815455692426539
2025-03-21,2024-05-03,9600.0,0.19136081530562,0.1788297324594719
2025-03-21,2024-05-03,9700.0,0.1900096314501222,0.1763626144439269
2025-03-21,2024-05-03,9800.0,0.1878445368243327,0.1731329832295831
2025-03-21,2024-05-03,9900.0,0.1846296630552394,0.1704258189409769
2025-03-21,2024-05-03,10000.0,0.181310137411554,0.167269339871623
2025-03-21,2024-05-03,10100.0,0.180123743451335,0.1642525954240928
2025-03-21,2024-05-03,10200.0,0.1775845799570512,0.1624446164507552
2025-03-21,2024-05-03,10300.0,0.1745777022081415,0.1595528801330898
2025-03-21,2024-05-03,10400.0,0.1724192928565825,0.1561611486481771
2025-03-21,2024-05-03,10500.0,0.1700090306628829,0.1540773803239646
2025-03-21,2024-05-03,10600.0,0.1675923837948452,0.1511682131157164
2025-03-21,2024-05-03,10700.0,0.1653984716765022,0.1484448871307492
2025-03-21,2024-05-03,10800.0,0.1641427772933259,0.1456227610217225
2025-03-21,2024-05-03,10900.0,0.1615788633465005,0.1429199222503915
2025-03-21,2024-05-03,11000.0,0.1596718795139577,0.1400600633563135
2025-03-21,2024-05-03,11100.0,0.1576686101370329,0.1372597212944611
2025-03-21,2024-05-03,11200.0,0.1558045034149243,0.1347399838924557
2025-03-21,2024-05-03,11300.0,0.1553237223846361,0.1327400507727378
2025-03-21,2024-05-03,11400.0,0.1534918006032078,0.1292063292507389
2025-03-21,2024-05-03,11500.0,0.1515372681119774,0.1269255285772171
2025-03-21,2024-05-03,11600.0,0.1544622235365327,
2025-03-21,2024-05-03,11700.0,0.1493957838365175,0.1214261444534157
2025-03-21,2024-05-03,11800.0,0.1479260492898395,0.1171684145698599
2025-03-21,2024-05-03,11900.0,0.1475291003508501,0.1135971227885605
2025-03-21,2024-05-03,12000.0,0.1453265549528546,0.1086713171949123
2025-03-21,2024-05-03,12100.0,0.1448995980073833,0.1031207937926705
2025-03-21,2024-05-03,12200.0,0.1438715921105726,0.0965810118926888
2025-03-21,2024-05-03,12300.0,0.1425271893229106,0.0909182800673861
2025-03-21,2024-05-03,12400.0,0.1415895250319265,0.0763862406005136
2025-03-21,2024-05-03,12500.0,0.1415727522898568,
2025-03-21,2024-05-03,12600.0,0.141851399676044,
2025-03-21,2024-05-03,12700.0,0.1398183935525934,
2025-03-21,2024-05-03,12800.0,0.13986959006851,
2025-03-21,2024-05-03,12900.0,0.1383324381274515,
2025-03-21,2024-05-03,13000.0,0.1383096939363895,
2025-03-21,2024-05-03,13100.0,0.1377554708075471,
2025-03-21,2024-05-03,13200.0,0.1372620251364833,
2025-03-21,2024-05-03,13300.0,0.1376599464687362,
2025-03-21,2024-05-03,13400.0,0.1359656472506566,
2025-03-21,2024-05-03,13500.0,0.1370719266243701,
2025-03-21,2024-05-03,13600.0,0.1378834327366649,
2025-03-21,2024-05-03,13700.0,0.1361869987184182,
2025-03-21,2024-05-03,13800.0,0.1360558802094164,
2025-03-21,2024-05-03,13900.0,0.1354031906675867,
2025-06-20,2024-05-03,5000.0,,0.3049647492251751
2025-06-20,2024-05-03,5100.0,,0.3030807829099015
2025-06-20,2024-05-03,5200.0,,0.3006507292968538
2025-06-20,2024-05-03,5300.0,,0.297795088829075
2025-06-20,2024-05-03,5400.0,,0.2946005949981904
2025-06-20,2024-05-03,5500.0,,0.296154739704926
2025-06-20,2024-05-03,5600.0,,0.2921079488815855
2025-06-20,2024-05-03,5700.0,,0.2879176617959124
2025-06-20,2024-05-03,5800.0,,0.2861943307164674
2025-06-20,2024-05-03,5900.0,,0.2816340422993445
2025-06-20,2024-05-03,6000.0,,0.2792320380122866
2025-06-20,2024-05-03,6100.0,,0.2764783785868722
2025-06-20,2024-05-03,6200.0,,0.27343204988888
2025-06-20,2024-05-03,6300.0,,0.2718720171955237
2025-06-20,2024-05-03,6400.0,,0.2682596967149833
2025-06-20,2024-05-03,6500.0,,0.2659768279344278
2025-06-20,2024-05-03,6600.0,,0.2633560541286607
2025-06-20,2024-05-03,6700.0,,0.2604482812677828
2025-06-20,2024-05-03,6800.0,,0.2572937634031488
2025-06-20,2024-05-03,6900.0,,0.253924871883352
2025-06-20,2024-05-03,7000.0,,0.2535325739356274
2025-06-20,2024-05-03,7100.0,,0.2486543664972127
2025-06-20,2024-05-03,7200.0,,0.2456211872539742
2025-06-20,2024-05-03,7300.0,,0.2423657049082909
2025-06-20,2024-05-03,7400.0,,0.2397455508406103
2025-06-20,2024-05-03,7500.0,,0.2368584472709874
2025-06-20,2024-05-03,7600.0,,0.233734886245512
2025-06-20,2024-05-03,7700.0,,0.2378767544996891
2025-06-20,2024-05-03,7800.0,,0.2281998522060586
2025-06-20,2024-05-03,7900.0,,0.2263097757213174
2025-06-20,2024-05-03,8000.0,,0.2258170817763105
2025-06-20,2024-05-03,8100.0,,0.2204236926591518
2025-06-20,2024-05-03,8200.0,,0.2176650370429637
2025-06-20,2024-05-03,8300.0,0.109905945135566,0.2156562343118421
2025-06-20,2024-05-03,8400.0,0.1315597843154174,0.21284185134697
2025-06-20,2024-05-03,8500.0,0.141783217529142,0.2102282864626605
2025-06-20,2024-05-03,8600.0,0.151365659383243,0.2077728503980113
2025-06-20,2024-05-03,8700.0,0.1538914165061872,0.2050267618848186
2025-06-20,2024-05-03,8800.0,0.1557697109536617,0.2024068007718338
2025-06-20,2024-05-03,8900.0,0.1590926473500213,0.1995049040714895
2025-06-20,2024-05-03,9000.0,0.1598614958844802,0.1970625164152291
2025-06-20,2024-05-03,9100.0,0.1602953001188983,0.1946615519821685
2025-06-20,2024-05-03,9200.0,0.1611959485143128,0.1922807639041655
2025-06-20,2024-05-03,9300.0,0.1627954649932847,0.1899014412316809
2025-06-20,2024-05-03,9400.0,0.1616050173677889,0.1872005831752618
2025-06-20,2024-05-03,9500.0,0.1628100213175223,0.1847871768133565
2025-06-20,2024-05-03,9600.0,0.1624180293051624,0.1823293121145788
2025-06-20,2024-05-03,9700.0,0.1609215668446169,0.1798145266621288
2025-06-20,2024-05-03,9800.0,0.1603720646798221,0.1772310721065895
2025-06-20,2024-05-03,9900.0,0.1598452161839189,0.1748270188278508
2025-06-20,2024-05-03,10000.0,0.1588114263904601,0.1733255865793873
2025-06-20,2024-05-03,10100.0,0.157305403126744,0.1706756300185217
2025-06-20,2024-05-03,10200.0,0.1565624487158021,0.167903854989422
2025-06-20,2024-05-03,10300.0,0.1550936995075455,0.1666411979401376
2025-06-20,2024-05-03,10400.0,0.1538603427579884,0.1642512815975266
2025-06-20,2024-05-03,10500.0,0.1530618610637865,0.1621371870393385
2025-06-20,2024-05-03,10600.0,0.1517747649097456,0.1600471671586384
2025-06-20,2024-05-03,10700.0,0.151223027175026,0.1579654610680012
2025-06-20,2024-05-03,10800.0,0.1499583326831422,0.155877521234388
2025-06-20,2024-05-03,10900.0,0.1491864913591886,0.1537696858876064
2025-06-20,2024-05-03,11000.0,0.1479228071537662,0.1524957881038625
2025-06-20,2024-05-03,11100.0,0.1468165837961314,0.1503100269725848
2025-06-20,2024-05-03,11200.0,0.1469568386370735,0.1482865390751675
2025-06-20,2024-05-03,11300.0,0.1459560752671723,0.1466373843377899
2025-06-20,2024-05-03,11400.0,0.1449003143686282,0.144922555241407
2025-06-20,2024-05-03,11500.0,0.1440168645662063,0.1442652558288477
2025-06-20,2024-05-03,11600.0,0.143550762275125,0.1424228738653071
2025-06-20,2024-05-03,11700.0,0.1425978327941177,0.1405005306453519
2025-06-20,2024-05-03,11800.0,0.1418582491613448,0.1387341233808872
2025-06-20,2024-05-03,11900.0,0.1408653206010617,0.1368896486846909
2025-06-20,2024-05-03,12000.0,0.1401227132314395,0.1349634127293542
2025-06-20,2024-05-03,12100.0,0.1399398923890428,0.1329517115147203
2025-06-20,2024-05-03,12200.0,0.1392947105216235,0.1311389937668721
2025-06-20,2024-05-03,12300.0,0.138728628965714,0.1286578736526421
2025-06-20,2024-05-03,12400.0,0.1379727160889332,0.1263699877697368
2025-06-20,2024-05-03,12500.0,0.1373412931655659,0.1253910910577806
2025-06-20,2024-05-03,12600.0,0.1375521320812465,0.1207343825695757
2025-06-20,2024-05-03,12700.0,0.1370049966447416,0.1185174547384634
2025-06-20,2024-05-03,12800.0,0.1367194918380385,0.113885577663667
2025-06-20,2024-05-03,12900.0,0.1379592058475029,0.110300173678156
2025-06-20,2024-05-03,13000.0,0.1364252555523578,0.1035872446718832
2025-06-20,2024-05-03,13100.0,0.1360696187117701,0.0976605709273986
2025-06-20,2024-05-03,13200.0,0.1357421811340569,0.0774072482185851
2025-06-20,2024-05-03,13300.0,0.1354852660956675,
2025-06-20,2024-05-03,13400.0,0.1347900378899082,
2025-06-20,2024-05-03,13500.0,0.1360064657440932,
2025-06-20,2024-05-03,13600.0,0.1350864059695706,
2025-06-20,2024-05-03,13700.0,0.1350315071525573,
2025-12-19,2024-05-03,12000.0,0.1143743581092233,
